X,Y,objectid,numero_estacion,nombre_estacion,coordenada_x_estacion,coordenada_y_estacion,ubicacion_estacion,troncal_estacion,numero_vagones_estacion,numero_accesos_estacion,biciestacion_estacion,capacidad_biciestacion_estacion,tipo_estacion,biciparqueadero_estacion,latitud_estacion,longitud_estacion,codigo_nodo_estacion,componente_wifi,componente_aplificacion,globalid,created_user,created_date,last_edited_user,last_edited_date,log_replica,id_trazado_troncal
997836.0595,996629.2544,1,10000,Portal 20 de Julio,997836.0595,996629.2544,Kra 5 a Cl 33 Sur,Cr 7-10,1,0,1,216,1,1,4.56571811,-74.09700839,10500,Valor SI al campo,,{B78C011F-6DE5-44A3-A7CA-3A399CB5B6C2},,,editorTroncal,2024/08/05 13:56:55+00,,TZ018
998139.4242,1016655.2375,2,03000,Portal Suba,998139.4242,1016655.2375,Av Suba Av C. Cali,Suba,1,0,1,324,1,1,4.74681506,-74.09427889,3000,Valor SI al campo,,{BD590104-0BBB-459F-B755-35AB19174FA0},,,editorTroncal,2024/08/05 13:56:56+00,,TZ003
995130.6531,1009444.2454,3,06000,Portal El Dorado,995130.6531,1009444.2454,KR 87,Calle 26,1,0,1,532,1,1,4.6816043,-74.12139545,6000,Valor SI al campo,,{C0133415-310E-46CF-B5A9-666EA6E61807},,,editorTroncal,2024/08/05 13:56:56+00,,TZ016
996338.9625,1012565.3683,4,04000,Portal 80,996338.9625,1012565.3683,KR 96,Calle 80,1,0,1,353,1,1,4.70982948,-74.11050626,4000,PENDIENTE,,{C034C342-CDED-440B-8018-ACD556FFB217},,,editorTroncal,2024/08/05 13:56:57+00,,TZ005
989397.8277,1003669.9042,5,05000,Portal Américas,989397.8277,1003669.9042,Av.Cali - CL 43 sur,Americas,1,0,1,785,1,1,4.6293813,-74.17305845,5000,Valor SI al campo,,{42C4A5F7-4BB2-43F1-9F34-3DD9E16D232C},,,editorTroncal,2024/08/05 13:56:57+00,,TZ009
989803.5272,1000090.4772,6,07000,Portal Sur - JFK Coop. Financiera,989803.5272,1000090.4772,AutoSur-Kr 82,NQS,1,0,1,220,1,1,4.59701269,-74.16939799,7000,PENDIENTE,,{98739849-3736-44EC-BAB8-A048BA2E2972},,,editorTroncal,2024/08/05 13:56:58+00,,TZ010
993149.6917,997055.6271,7,08000,Portal Tunal,993149.6917,997055.6271,Av. Boyaca - Av Villavicencio,Tunal,1,0,0,0,1,0,4.56957146,-74.13924019,8000,Valor SI al campo,,{DE0322D2-9085-4AD4-BA9E-2F530F05F25B},,,editorTroncal,2024/08/05 13:56:58+00,,TZ014
995352.0772,992869.205600001,8,09000,Portal Usme,995352.0772,992869.2056,CL 65C Sur,Caracas,1,0,0,0,1,0,4.53171458,-74.11939098,9000,Valor SI al campo,,{C9978169-88EB-4454-899D-7613804E8B9F},,,editorTroncal,2024/08/05 13:56:59+00,,TZ013
1000325.8344,1007757.2292,9,07103,AV. Chile,1000326.9067,1007756.2952,Kr 30 Cl 72,NQS,3,2,0,0,4,0,4.66634138,-74.07456156,7103,,,{57C9788C-069C-476E-910F-0D2335C50534},,,editorTroncal,2024/08/05 13:56:59+00,,TZ008
997610.7562,1005604.8707,10,06103,CAN,997610.0435,1005604.3582,KR 60,Calle 26,2,1,0,0,4,0,4.64688089,-74.09904759,6103,,,{5FD58C2C-6805-41FB-9E0B-580B17796F0E},,,editorTroncal,2024/08/05 13:56:59+00,,TZ016
999855.6323,1005440.7251,11,07106,Campín - UAN,999867.8276,1005440.124,Kr 30 Cl 53,NQS,2,2,0,0,4,0,4.64539603,-74.07869913,7106,,,{C7FE97EC-5E36-4B70-BCF3-09944D46C204},,,editorTroncal,2024/08/05 13:57:00+00,,TZ008
1000668.5445,1001624.312,12,10008,San Diego,1000667.0148,1001625.2083,Kra 10- CL 23,Cr 7-10,2,2,0,0,4,0,4.61089733,-74.0714967,10008,,,{7864D35D-5E80-40CF-94A1-ED91FC8B3DCF},,,editorTroncal,2024/08/05 13:57:00+00,,TZ018
997947.9941,1011386.0621,13,04100,Granja - Kr 77,997946.6228,1011384.1234,KR 77 Bis,Calle 80,4,2,0,0,2,0,4.69914792,-74.09601551,4100,,,{2CAD6A7C-1FB3-4C3C-9148-15E549A934C0},,,editorTroncal,2024/08/05 13:57:01+00,,TZ005
998184.5617,1001712.4618,14,07111,Ricaurte - NQS,998184.5634,1001712.4604,Kr 30 Cl 10,NQS,3,2,1,165,3,1,4.6116862,-74.09386888,7111,,,{26DB3027-7F24-436B-B25C-8B791E9274A1},,,editorTroncal,2024/08/05 13:57:01+00,,TZ008
996536.5037,1012224.1448,15,04001,Quirigua,996536.5037,1012224.1448,KR 94,Calle 80,1,1,0,0,4,0,4.70674385,-74.1087256,4001,,,{93A68032-AB40-47FD-BA43-CFEB8DDDE58F},,,editorTroncal,2024/08/05 13:57:02+00,,TZ005
1000681.8465,1008182.7401,16,07102,Calle 75 - Zona M,1000687.6499,1008178.0879,Kr 30 - Cl 75A,NQS,2,1,0,0,4,0,4.67015567,-74.07131021,7102,,,{E3D41B50-7096-4EE0-BF57-64E4DCEF5525},,,editorTroncal,2024/08/05 13:57:02+00,,TZ008
998933.1551,1010808.3624,17,04102,AV. Boyacá,998934.3543,1010809.5358,Transversal 69 B,Calle 80,2,1,0,0,4,0,4.69395205,-74.08711277,4102,,,{20AE2664-F37D-4D77-829D-A4921DA5A36C},,,editorTroncal,2024/08/05 13:57:03+00,,TZ005
995275.7229,997744.577099999,18,09100,Calle 40 Sur,995274.3838,997750.2041,CL 38 Sur - CL 40 Su,Caracas,3,2,0,0,2,0,4.57585399,-74.12009368,9100,,,{A5456F43-9935-446E-AE36-B743B34E6A32},,,editorTroncal,2024/08/05 13:57:03+00,,TZ012
993706.7981,1003750.8841,19,05102,AV. Américas - AV. Boyacá,993706.7434,1003750.3983,Av. Americas -KR 71,Americas,2,1,1,32,4,1,4.6301134,-74.13422505,5102,,,{5768880A-8E04-4627-A0FA-ECCBE44A5E95},,,editorTroncal,2024/08/05 13:57:03+00,,TZ009
994157.8598,1003706.8698,20,05103,Marsella,994157.4686,1003703.0582,Av. Americas -KR 69C,Americas,3,1,1,32,4,1,4.62968561,-74.13016292,5103,,,{479753B8-242D-41EF-8C2E-56AEA9ADEBC3},,,editorTroncal,2024/08/05 13:57:04+00,,TZ009
1000580.3544,1012797.6712,21,03006,Niza - Calle 127,1000579.8469,1012797.5673,Av Suba CL 127,Suba,2,2,0,0,4,0,4.71193004,-74.07228152,3006,,,{D2DCC3CD-529B-423C-8FE6-BF2BDFC44B73},,,editorTroncal,2024/08/05 13:57:04+00,,TZ003
998496.5105,1016182.3021,22,03001,La Campiña,998496.9338,1016182.7993,Av Suba Kr 98A,Suba,3,1,0,0,4,0,4.74254284,-74.09105627,3001,,,{AA913FC7-BA80-4E06-AF69-7213BA8F4508},,,editorTroncal,2024/08/05 13:57:05+00,,TZ003
991726.9798,1004201.8923,23,05005,Transversal 86,991727.5244,1004202.4413,Av. Americas -tv. 86,Americas,2,1,0,0,4,0,4.63419961,-74.15206292,5005,,,{248DDB44-C701-4558-B138-13D67816C8E4},,,editorTroncal,2024/08/05 13:57:05+00,,TZ009
998649.1513,1004218.5039,24,06106,Corferias,998647.8889,1004214.6898,KR 43,Calle 26,2,1,0,0,4,0,4.6343142,-74.08969371,6106,,,{5CD45C09-96ED-45CE-89EC-D580D184C895},,,editorTroncal,2024/08/05 13:57:06+00,,TZ016
998067.4908,1000882.8561,25,07201,Guatoque - Veraguas,998067.0914,1000882.2818,kr 27,Calle 6,2,2,0,0,4,0,4.60417878,-74.09492737,13003,,,{990C9A6A-C70F-4FC5-AAF5-E0BCFCA7CEB8},,,editorTroncal,2024/08/05 13:57:06+00,,TZ007
998173.7594,1002202.5518,26,12002,CDS - Carrera 32,998175.2605,1002204.1604,Av. Americas -KR 32,Americas,2,2,0,0,4,0,4.61613269,-74.09395282,12002,,,{C2774856-E325-4B1A-8258-FCF37A2F24C8},,,editorTroncal,2024/08/05 13:57:07+00,,TZ009
999334.2412,1003836.4121,27,06107,Ciudad Universitaria - Lotería de Bogotá,999332.0997,1003834.8967,KR 34,Calle 26,2,2,0,0,4,0,4.63087977,-74.08352729,6107,,,{95D4A8A9-CDAC-4A63-AE31-F2F77B952301},,,editorTroncal,2024/08/05 13:57:07+00,,TZ016
999792.3522,1004525.2954,28,07107,Universidad Nacional,999798.8106,1004524.8136,Kr 30 Cl 45,NQS,3,2,0,0,4,0,4.63711879,-74.07932113,7107,,,{D4DB3D1D-0B81-4A6F-B421-F7F39806FA2D},,,editorTroncal,2024/08/05 13:57:07+00,,TZ008
996528.5348,1007268.6843,29,06100,Av. Rojas – UNISALESIANA,996532.471,1007271.0248,CL 26-KR 69 d,Calle 26,3,1,1,104,4,1,4.66195235,-74.10875996,6100,,,{392A3431-A259-4225-90A2-43E472608DAA},,,editorTroncal,2024/08/05 13:57:08+00,,TZ016
999296.0476,1000214.2044,30,09109,Tercer Milenio,999297.6313,1000213.0552,CL 8 - CL 6,Caracas,3,2,0,0,4,0,4.59812707,-74.08383764,9109,,,{E060AB7F-F940-445E-AA7D-0C522A6D0AFB},,,editorTroncal,2024/08/05 13:57:08+00,,TZ001
999695.0116,1003295.4687,31,06108,Concejo de Bogotá,999692.3657,1003293.3903,KR 38,Calle 26,2,1,0,0,4,0,4.62598289,-74.08028041,6108,,,{478777B4-5CE3-4CE5-A844-A6C8B0DFEFE8},,,editorTroncal,2024/08/05 13:57:09+00,,TZ016
994869.174,999727.273600001,32,07007,NQS - Calle 38A S,994868.3368,999733.8476,AutoSur - Kr 39A,NQS,2,1,0,0,4,0,4.59379207,-74.123754,7007,,,{534CCB54-602F-4D1D-913F-008965744933},,,editorTroncal,2024/08/05 13:57:09+00,,TZ010
999972.5757,1006756.897,33,07104,7 de Agosto,999982.8049,1006755.4525,Kr 30 CL 63,NQS,2,1,0,0,4,0,4.65729068,-74.07766289,7104,,,{3CC12242-4176-406B-B84B-9B56C3490042},,,editorTroncal,2024/08/05 13:57:10+00,,TZ008
999669.7319,1009898.4459,34,04104,AV. 68,999671.4633,1009899.8381,KR 68D,Calle 80,2,1,0,0,4,0,4.68572564,-74.08046904,4104,,,{7BF550FE-3387-45B5-AFF9-C1075E8E597B},,,editorTroncal,2024/08/05 13:57:10+00,,TZ005
996219.3663,1003504.7299,35,05107,Distrito Grafiti,996219.2913,1003503.9181,Av. Americas -KR 53A,Americas,2,1,0,0,4,0,4.6278859,-74.11158095,5107,,,{325062EE-FBF1-403D-A521-F7ACC33F73A6},,,editorTroncal,2024/08/05 13:57:10+00,,TZ009
1001415.4128,1008237.2803,36,04108,Polo – FINCOMERCIO,1001415.651,1008237.4749,Transversal 27,Calle 80,3,1,0,0,4,0,4.67069263,-74.06474882,4108,,,{19DB183F-ABC0-4ABC-B255-0CED4FF47E3C},,,editorTroncal,2024/08/05 13:57:11+00,,TZ005
998751.246,1000396.5598,37,07200,Tygua - San José,998750.933,1000396.1343,kr 18,Calle 6,2,2,0,0,4,0,4.59978261,-74.08876449,13002,,,{771610BE-40F8-4CF5-9B34-F5D00DB9AA08},,,editorTroncal,2024/08/05 13:57:11+00,,TZ007
998272.2013,1004571.1417,38,06105,Quinta Paredes,998269.5154,1004569.4308,KR 47,Calle 26,2,1,1,48,4,1,4.63752209,-74.09310384,6105,,,{CE4E8E67-32BC-4DD9-94E0-1646CF33EA9F},,,editorTroncal,2024/08/05 13:57:12+00,,TZ016
997322.8803,1006046.0205,39,06102,Salitre - El Greco,997321.8892,1006045.3877,KR 66,Calle 26,2,1,0,0,4,0,4.65086908,-74.10164474,6102,,,{9D399346-2B2B-4036-B8D7-30929F304366},,,editorTroncal,2024/08/05 13:57:12+00,,TZ016
997650.3561,1002668.1306,40,12007,Zona Industrial,997649.7889,1002667.4774,CL 13 KR 38,Americas,2,2,0,0,4,0,4.62032239,-74.09868859,12007,,,{0CBD2047-B702-4D38-96BA-09694DBADF4E},,,editorTroncal,2024/08/05 13:57:13+00,,TZ009
987169.3719,999555.818399999,41,07505,León XIII,987169.1037,999556.3635,Autopista Sur - CL 48,Soacha,2,1,0,0,4,0,4.59217919,-74.19313846,7505,,,{2AAAB59A-A564-424B-90FB-81E09CB41CC3},,,editorTroncal,2024/08/05 13:57:13+00,,TZ011
998663.994,1002291.1808,42,07110,Paloquemao,998664.4115,1002290.8202,Kr 30 Cl 19,NQS,2,1,0,0,4,0,4.61691645,-74.08954451,7110,,,{D552ECA0-E83C-465F-9FBA-2A2EC1E0149B},,,editorTroncal,2024/08/05 13:57:14+00,,TZ008
996998.2589,1011995.7916,43,04002,Carrera 90,996998.3875,1011996.0859,KR 90,Calle 80,2,1,0,0,4,0,4.70468167,-74.10456241,4002,,,{619E7812-1E14-43ED-AA07-44BA93BEA321},,,editorTroncal,2024/08/05 13:57:14+00,,TZ005
997895.825,1005160.9033,44,06104,Gobernación,997891.1818,1005158.0724,KR 54,Calle 26,2,1,0,0,4,0,4.64284515,-74.0965137,6104,,,{407A4643-165B-474D-915C-BC950DCB5F60},,,editorTroncal,2024/08/05 13:57:14+00,,TZ016
986459.8484,999202.2366,45,07504,Terreros - Hospital Cardio Vascular,986459.755,999202.4228,Autopista Sur - Av Terreros,Soacha,3,1,0,0,4,0,4.5889774,-74.19953048,7504,,,{28FC63CB-0053-47E5-AF2C-EED89CA5F3FB},,,editorTroncal,2024/08/05 13:57:15+00,,TZ011
1000870.6144,1008764.0008,46,04107,Escuela Militar,1000870.7257,1008764.1776,KR 40,Calle 80,2,1,0,0,4,0,4.67545572,-74.06966011,4107,,,{619EA692-B4BD-4DAB-ABF2-57CC13AEF6DD},,,editorTroncal,2024/08/05 13:57:15+00,,TZ005
997471.5784,1011751.8262,47,04003,AV. Cali,997472.661,1011753.227,KR 86,Calle 80,2,1,0,0,2,0,4.70248563,-74.10028756,4003,,,{D53028C7-7163-44DE-8E64-2CFCB7C8458E},,,editorTroncal,2024/08/05 13:57:16+00,,TZ005
998960.237,1015771.8748,48,03002,Suba - TV. 91,998960.9438,1015772.5642,Av Suba Kr 90,Suba,4,1,0,0,4,0,4.73883312,-74.08687372,3002,,,{AA919A7A-48E1-484F-A154-7342CF39912E},,,editorTroncal,2024/08/05 13:57:16+00,,TZ003
998560.2164,1001858.9505,49,12003,Ricaurte - CL 13,998560.5985,1001859.3774,CL 13 - KR 28,Americas,3,2,0,0,3,0,4.61301485,-74.09048002,12003,,,{9EEF8D2E-4A95-4343-825D-55A1CBF46947},,,editorTroncal,2024/08/05 13:57:17+00,,TZ009
997343.37,998416.435900001,50,09104,Restrepo,997346.545,998411.3767,CL 19 Sur - Av. 1 de M,Caracas,2,2,0,0,4,0,4.58183392,-74.10142022,9104,,,{B1EE8BB9-5BD3-4963-B7BA-7A730990E11F},,,editorTroncal,2024/08/05 13:57:17+00,,TZ012
1002768.046,1013088.2657,51,02201,Prado,1002767.0626,1013088.429,CL 128 B,Autonorte,3,1,0,0,4,0,4.7145599,-74.05256715,2201,Valor NO al campo,Valor SI al campo,{6B3655B3-388F-4E18-A486-0FBAD9572F02},,,editorTroncal,2024/08/05 13:57:17+00,,TZ002
1002047.7273,1008824.4718,52,02302,Virrey,1002052.1007,1008823.7225,CL 90,Autonorte,3,1,0,0,4,0,4.67599399,-74.05901243,2302,Valor SI al campo,Valor SI al campo,{9CD9DC22-4453-4FDB-B26F-4A480B037709},,,editorTroncal,2024/08/05 13:57:18+00,,TZ002
1003353.2921,1016586.1909,53,02101,Toberin - Foundever,1003354.6798,1016585.9596,CL 165,Autonorte,5,1,0,0,4,0,4.74618812,-74.04726932,2101,Valor NO al campo,Valor SI al campo,{D2D46A2D-CB3A-47F3-AA3C-41B9334BD613},,,editorTroncal,2024/08/05 13:57:18+00,,TZ002
1002462.9477,1011271.2271,54,02204,Pepe Sierra,1002464.1816,1011271.0169,CL 116,Autonorte,2,1,0,0,4,0,4.69812498,-74.05529767,2204,Valor SI al campo,Valor SI al campo,{CD643C16-3FE4-4E72-823B-35E036E63214},,,editorTroncal,2024/08/05 13:57:19+00,,TZ002
1002196.3288,1009703.4522,55,02300,Calle 100 - Marketmedios,1002198.146,1009703.1476,CL 97,Autonorte,3,2,0,0,4,0,4.68394667,-74.05769591,2300,Valor SI al campo,Valor SI al campo,{2EEC921A-C423-4EA4-BB98-DD145D9A63E9},,,editorTroncal,2024/08/05 13:57:19+00,,TZ002
1002995.09,1014447.6691,56,02105,Calle 142,1002995.2739,1014447.6377,CL 142,Autonorte,2,1,0,0,4,0,4.72685125,-74.0505097,2105,Valor NO al campo,Valor SI al campo,{1387EBE2-BE37-4D2A-8952-E811C283BD51},,,editorTroncal,2024/08/05 13:57:20+00,,TZ002
1003657.9363,1018484.0997,57,02001,Calle 187,1003672.4828,1018481.5753,CL 184,Autonorte,1,1,0,0,4,0,4.76333017,-74.04440387,2001,Valor SI al campo,Valor SI al campo,{04EC5D85-B0C9-43F3-88C1-F652A81F87C9},,,editorTroncal,2024/08/05 13:57:20+00,,TZ002
1002889.962,1013818.0848,58,02200,Alcalá – Colegio S. Tomás Dominicos,1002890.5473,1013817.9858,CL 137,Autonorte,3,2,0,0,4,0,4.7211573,-74.05145388,2200,Valor NO al campo,Valor SI al campo,{E02B732E-D1EA-4690-BD45-8C5FE2EE9421},,,editorTroncal,2024/08/05 13:57:21+00,,TZ002
1003071.1636,1014894.6964,59,02104,Calle 146,1003071.5916,1014894.6251,CL 146,Autonorte,3,1,0,0,4,0,4.73089336,-74.04982164,2104,Valor SI al campo,Valor NO al campo,{FA873B44-43E6-4D88-8CE3-48429DD621DE},,,editorTroncal,2024/08/05 13:57:21+00,,TZ002
992921.7354,1003831.3602,60,05101,Mandalay,992921.7631,1003831.6303,Av. Americas -KR 73,Americas,2,1,0,0,4,0,4.63084738,-74.14129964,5101,,,{C8F432A9-85F7-476C-A0CB-B1696F5AFAA9},,,editorTroncal,2024/08/05 13:57:22+00,,TZ009
1002585.0629,1011991.1173,61,02202,Calle 127,1002582.6987,1011991.5179,CL 127,Autonorte,2,1,0,0,4,0,4.7046405,-74.05422923,2202,Valor NO al campo,Valor SI al campo,{9C153F14-7371-4E07-A83D-F12055B2DBC7},,,editorTroncal,2024/08/05 13:57:22+00,,TZ002
1001908.1592,1007954.7589,62,02304,Héroes,1001907.884,1007954.8061,CL 80,Autonorte,3,1,0,0,4,0,4.66813633,-74.06031244,2304,Valor SI al campo,Valor NO al campo,{022C1563-B140-4D7C-A164-7023F369BA9B},,,editorTroncal,2024/08/21 14:26:29+00,,TZ002
1003273.6002,1016113.4586,63,02102,Calle 161,1003275.1891,1016113.1876,CL 160,Autonorte,2,1,0,0,4,0,4.74191284,-74.04798602,2102,Valor NO al campo,Valor NO al campo,{E2112BAC-C648-47E3-9939-E2370694E0C5},,,editorTroncal,2024/08/05 13:57:23+00,,TZ002
1002366.0371,1010702.3597,64,02205,Calle 106,1002366.4862,1010702.2829,CL 106,Autonorte,2,1,0,0,4,0,4.6929819,-74.05617838,2205,Valor NO al campo,Valor NO al campo,{6FB21C09-4907-4486-B8C5-D581EE4189AC},,,editorTroncal,2024/08/05 13:57:23+00,,TZ002
1003139.1123,1015302.7868,65,02103,Mazurén,1003138.5941,1015302.8731,CL 152,Autonorte,3,1,0,0,4,0,4.73458516,-74.04921756,2103,Valor NO al campo,Valor NO al campo,{A5A7B04B-550F-490E-BF39-92AF4B2FF6F9},,,editorTroncal,2024/08/05 13:57:24+00,,TZ002
1001068.7613,1003898.2804,66,09117,Calle 45 - American School Way,1001069.5372,1003898.1432,CL 45 - CL 42A,Caracas,3,2,0,0,4,0,4.63145168,-74.06786884,9117,Valor SI al campo,,{51027651-42BE-40A1-B2B5-204F75F43837},,,editorTroncal,2024/08/05 13:57:24+00,,TZ001
1000011.608,1009467.8716,67,04105,Carrera 53,1000011.8313,1009468.0501,KR 53,Calle 80,1,1,0,0,4,0,4.68182095,-74.07740128,4105,Valor SI al campo,,{03FE3954-69AC-4C68-8C96-371A58894AA0},,,editorTroncal,2024/08/05 13:57:25+00,,TZ005
1001450.0876,1008780.378,68,07101,La Castellana,1001449.0234,1008782.2377,KR 30 Kr 24,NQS,2,1,0,0,4,0,4.67561896,-74.06444795,7101,Valor SI al campo,,{EF6971A2-FA1B-4CDD-B5E9-94AA78C14A66},,,editorTroncal,2024/08/05 13:57:25+00,,TZ008
998202.4918,997869.8573,69,10002,AV. 1 Mayo,998202.4918,997869.8573,AV. 1 Mayo con KR 7,Cr 7-10,3,2,0,0,4,0,4.57693711,-74.09370652,10002,Valor SI al campo,,{0A38C60C-5F8D-43F3-A079-CE69BE4B16A1},,,editorTroncal,2024/08/05 13:57:26+00,,TZ018
999514.1077,1001021.3296,70,14001,De La Sabana,999513.5752,1001020.7305,CL 13 - KR 16,Americas,2,2,0,0,4,0,4.60543098,-74.0818916,14001,Valor SI al campo,,{3CEFEA1F-F579-499A-B6FC-D4A1E33432CE},,,editorTroncal,2024/08/05 13:57:26+00,,TZ009
987726.0775,999824.878900001,71,07506,La Despensa,987726.4664,999824.1207,Autopista Sur - Kr 20A,Soacha,2,1,0,0,4,0,4.59460134,-74.18811596,7506,Valor SI al campo,,{DC1B0F43-861E-4DB2-A2E6-5B80D0EA207D},,,editorTroncal,2024/08/05 13:57:26+00,,TZ011
1001713.4778,1006860.2558,72,09122,Calle 72,1001713.0642,1006860.3211,CL 72 - CL 70A,Caracas,3,2,0,0,4,0,4.65823884,-74.06206854,9122,Valor SI al campo,,{72504F07-13CE-47C3-9236-BA131B03C5C2},,,editorTroncal,2024/08/05 13:57:27+00,,TZ001
1000123.4747,1002677.0944,73,06109,Centro Memoria,1000132.6346,1002683.3122,KR 20,Calle 26,2,2,0,0,4,0,4.6204659,-74.07631258,6109,PENDIENTE,,{2372BBD7-2508-4B11-8873-A7005096F269},,,editorTroncal,2024/08/05 13:57:27+00,,TZ016
997343.5556,1002937.8758,74,12001,Carrera 43 - Comapan,997347.0895,1002942.0369,Av. Americas -KR 43,Americas,2,2,0,0,4,0,4.62280517,-74.10141668,12001,Valor SI al campo,,{51A3978C-C5C2-4D3C-B3E4-1F28C3F1170A},,,editorTroncal,2024/08/05 13:57:28+00,,TZ009
